raw text,text_length,source
Super!!!dupa 36 de ani am facut si eu prima mea prajitura negresa.folosind reteta ta.multumesc mult.nu ma asteptam sa creasca asa frumos..si cum miroase in casa...Dumnezeieste!!!asteptam acum sa se raceasca...abia astept sa o gustam...m am abonat la canalul tau..tine o tot asa!!!,280,https://www.youtube.com/watch?v=ygRlVrX8ves
"María, multumesc pt reteta,a iesit extraordinar de buna👏👏👏♥️♥️♥️♥️
Si Hristos a inviat!",87,https://www.youtube.com/watch?v=ygRlVrX8ves
explici f bine! succes tiza mea!,32,https://www.youtube.com/watch?v=ygRlVrX8ves
O seara frumosa alaturi de ce-i dragii!,39,https://www.youtube.com/watch?v=ygRlVrX8ves
"Am 12 ani și am reușit sa fac aceasta prăjitură, mulțumesc :)",61,https://www.youtube.com/watch?v=ygRlVrX8ves
Eu am doar 11 ani si prajitura aceasta mi-a iesti perfecta 😍,60,https://www.youtube.com/watch?v=ygRlVrX8ves
Eu am pus bucati de ciocolata in ea a ieșit foarte bună.,56,https://www.youtube.com/watch?v=ygRlVrX8ves
E geniala reteta!! Am incercat-o si a iesit geniala😍 Felicitări!!,65,https://www.youtube.com/watch?v=ygRlVrX8ves
Foarte frumos 👌 Ne face Mami chiar acum 🥰,41,https://www.youtube.com/watch?v=ygRlVrX8ves
"mersi,maine seara am so fac .Am 12 ani si vreau sa o fac mamei mele de 8 martie .Din nou mersi te pup!💋😘",104,https://www.youtube.com/watch?v=ygRlVrX8ves
Are un gust foarte bun si ador aceasta reteta!! O recomand! :D,62,https://www.youtube.com/watch?v=ygRlVrX8ves
"Mi-a iesit suuuuper😍😍
Prima data cand fac prajitura",51,https://www.youtube.com/watch?v=ygRlVrX8ves
Am făcut și eu astăzi această prăjitură. Este super delicioasă.👍,64,https://www.youtube.com/watch?v=ygRlVrX8ves
O primăvară frumoasă Maria 🐞 Mare dreptate ai cea mai bună si cremoasa parcă are blatul umed e cremoasa 🌺,105,https://www.youtube.com/watch?v=ygRlVrX8ves
Eu am făcut-o simpla dar tot a ieșit bună 😘😘,44,https://www.youtube.com/watch?v=ygRlVrX8ves
Vă mulțumesc! Este foarte gustoasă! Dumnezeu să vă binecuvinteze! 🤗❤😄,69,https://www.youtube.com/watch?v=ygRlVrX8ves
Mea esit foarte bine am doar 13 ani mia esit foarte bine multumesc mult 😘😘,74,https://www.youtube.com/watch?v=ygRlVrX8ves
