raw text,text_length,source
A pierdut mopul in 10 metri patrati de garsoniera,49,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
SI A  PUS ZAHAR IN COLA CA ERA 0 COAIE,38,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
imi place sa mananc e singura persoana care isi pune zahar intr o coca cola zero zahar,86,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
toate fast food urile de care e asta dezamagit trebuie inchise prin lege zic eu,79,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
3:01 Reacții chimice periculoase,32,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
A pus zahar in cola si dupa a zis ca nu lipeste ca n are zahar,62,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
cum sa pui zahar in cola?!,26,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
"Imi place sa mananc: Facem ordine si disciplina
Camera lui: I'm gonna end this man whole career",95,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
Ala iti prajeste neuronii.,26,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
Carne tip parizer,17,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
3:02 coaie moooor,17,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
Ce am mai ras moooooor :))))),29,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
"Incearca sa nu pui scris negru in cadre intunecate, mi-am ""rupt"" ochii ca sa citesc ce ai scris :)",98,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
s a enervat chifla admine,25,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
Bă ce viață bă!!!😂😂😂😂,21,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
2:55 free replay button =))),28,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
Facem live în seara asta sau sal?,33,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
3:01 e mortalaaa:)))),21,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
si ce vina au ei ca ai pus tu zahar:))))),41,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
Genial :))),11,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
Fi-mi-ar scârbă de spartan 😂😂,29,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
ce terminat e =]]],18,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
Ce m-am spart de râs🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,30,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
3:03 coaie cat a curs =))))))))))))))))))))),44,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
Era sa fac pe mine de ras cand am vazut ca se scoala cola din pahar...a pus zahar in cola🤣🤣🤣🤣🤣🤣🤣,96,https://www.youtube.com/watch?v=HrXDcKl3-Q8&t=218s&ab_channel=GrX
