raw text,text_length,source
supperrr,8,https://www.youtube.com/watch?v=nigSWLQRwp4
Ce norocos e sotul😂🔝💕,21,https://www.youtube.com/watch?v=nigSWLQRwp4
de ce nu te duci la masterchef ai talent nu gluma sigur ai castiga !!!,70,https://www.youtube.com/watch?v=nigSWLQRwp4
mersi mult! :) sora mea va fi foarte bucuroasa! :),50,https://www.youtube.com/watch?v=nigSWLQRwp4
Jamilla mi-aș dori sa fii mama mea😁,35,https://www.youtube.com/watch?v=nigSWLQRwp4
Mama o zis că sigur va încerca! Abia aștept 🤤,45,https://www.youtube.com/watch?v=nigSWLQRwp4
"Draga Jamila, am incercat aceste gogosi si sunt superbe ... O sa le fac mereu",77,https://www.youtube.com/watch?v=nigSWLQRwp4
se pot praji? :),16,https://www.youtube.com/watch?v=nigSWLQRwp4
cu ce editezi?,14,https://www.youtube.com/watch?v=nigSWLQRwp4
"mmmmm, delicios!",16,https://www.youtube.com/watch?v=nigSWLQRwp4
WOW!😄. E super tare! Ești o bucătăreasă de nota 10.🍩🍩🍩,54,https://www.youtube.com/watch?v=nigSWLQRwp4
Cum se numeste muzica de pe fundal?,35,https://www.youtube.com/watch?v=nigSWLQRwp4
"Esti o dulcica la fel ca gogosile....salutari din PAMPLONA,,sunt pe urmele tale,,succes in continuare",101,https://www.youtube.com/watch?v=nigSWLQRwp4
Nu pot să-mi imaginez ce gustoase sunt delicios mea făcut poftă azi fac și eu uraaa 🍕🍟🍔🍩🍩🍧,90,https://www.youtube.com/watch?v=nigSWLQRwp4
multumesc !,11,https://www.youtube.com/watch?v=nigSWLQRwp4
bv 💋,4,https://www.youtube.com/watch?v=nigSWLQRwp4
este interesant,15,https://www.youtube.com/watch?v=nigSWLQRwp4
acum am pofta de gogoși.....iiiiiaaaammm,40,https://www.youtube.com/watch?v=nigSWLQRwp4
super.frumos,12,https://www.youtube.com/watch?v=nigSWLQRwp4
Îmi place! Mai ales ca ne-a spus și un exemplu! Mulțumim!,57,https://www.youtube.com/watch?v=nigSWLQRwp4
Am incercat reteta. E  delicioasa!,34,https://www.youtube.com/watch?v=nigSWLQRwp4
Hayatımda görüğüm en guzel donut,32,https://www.youtube.com/watch?v=nigSWLQRwp4
vreau un raspuns urgent!!  multumesc!!,38,https://www.youtube.com/watch?v=nigSWLQRwp4
vad ca iti place sa gatesti!!!bravo!!!!,39,https://www.youtube.com/watch?v=nigSWLQRwp4
cat dureaza?,12,https://www.youtube.com/watch?v=nigSWLQRwp4
Arată super☺☺☺,14,https://www.youtube.com/watch?v=nigSWLQRwp4
Pot pune folie de aluminu sub ele?,34,https://www.youtube.com/watch?v=nigSWLQRwp4
"poti sa pui , te rog , ingredientele in descriere ?",51,https://www.youtube.com/watch?v=nigSWLQRwp4
Ma bucur mult sa vad ca este si subtitrare in engleza! ☺️,57,https://www.youtube.com/watch?v=nigSWLQRwp4
Sunt grozave și tu lafel,24,https://www.youtube.com/watch?v=nigSWLQRwp4
O sa incerc😍😍sunt foarte frumoase,33,https://www.youtube.com/watch?v=nigSWLQRwp4
Tasty ! They are perfect :),27,https://www.youtube.com/watch?v=nigSWLQRwp4
"Imi plac retele dvs. ❤
As vrea sa stiu de unde ati luat bolurile?",65,https://www.youtube.com/watch?v=nigSWLQRwp4
❤super tare mult video al tău cristina de tine super tare mult video al româniei și mai mult tot ce este dor de tine.,117,https://www.youtube.com/watch?v=nigSWLQRwp4
Gogosile sunt delicioase si arata foarte bine! 😘,48,https://www.youtube.com/watch?v=nigSWLQRwp4
cea mai grea reteta de gogosi pe care am incercat o!,52,https://www.youtube.com/watch?v=nigSWLQRwp4
Esti draguta si priceputa😘,26,https://www.youtube.com/watch?v=nigSWLQRwp4
mie imi place ce faci si cum explici tu mai indemnat sa fac multe retete te rog continua asa!😘😙😚,96,https://www.youtube.com/watch?v=nigSWLQRwp4
Când țe-am văzut una din rețete am început să îmi fac un caiet de prăjituri în care scriu unele din rețetele tale!,114,https://www.youtube.com/watch?v=nigSWLQRwp4
te iubim,8,https://www.youtube.com/watch?v=nigSWLQRwp4
Jamila ai niste retete super faine si chiar ies esti un exemplu! continua tot asa!,82,https://www.youtube.com/watch?v=nigSWLQRwp4
Buna seara! Oare gogoșile se pot face și in ulei?? Mulțumesc!😘🥰,63,https://www.youtube.com/watch?v=nigSWLQRwp4
Oricum ești super tare 🤳👍👍👍,27,https://www.youtube.com/watch?v=nigSWLQRwp4
Cit de bine arata 🧡❤️💚💜💛💙,25,https://www.youtube.com/watch?v=nigSWLQRwp4
