raw text,text_length,source
"Eu am avut paralizie in som de cand eram mic.. si nu stiam despre ce e vorba.... dar cum spuneai tu.. se poate sa fi fost de la oboseala... mi se intampla exact atunci cand sa trec de la stare de veghe la somn! Eexact cand adormeam! mi se intampla chear de 3 . 4 ori pe saptamana akm am 27 de ani... si mi se intampla odata sau de 2 ori pe an! va pot spune ca ce simti atunci nu se poate descrie usor! iubesc videourile tale, continua sa le faci! Multumesc!",457,https://www.youtube.com/watch?v=e3QzOR21jPU
"Bagi boala in noi si la final ""Sper ca v-a placut, prieteni"" :)))",65,https://www.youtube.com/watch?v=e3QzOR21jPU
"Cu cat te agiti in timpul paraliziei, cu atat e mai rau. Secretul e sa iti controlezi respiratia si mai important este sa REALIZEZI.",132,https://www.youtube.com/watch?v=e3QzOR21jPU
"La prima experienta,  eram in miez de noapte, m-am trezit dar brusc am 
simtit o prezenta   deasupra pieptului meu,  si , cand am vrut sa fac o 
miscare,  pur si simplu am paralizat nu puteam sa misc nici ochii macar,
 m-am speriat pentru ca simteam ca  nu mai am aer deloc,  si acea 
prezenta lupta parca  cu sufletul meu, mi-a luat aerul la propriu, nu 
puteam sa respir deloc,   ceea ce puteam sa fac era doar sa strig cu 
sufletul, cu gandul la Dumnezeu sa ma scape,   am strigat in 
suflet;,,Isus,  scapa-ma !  ,  cred ca  acel duh  cand aude de Isus  si de
 sangele  Lui Isus,  se sperie si se infioara si fuge, pentru ca , cand 
 am strigat    a si plecat. A fost  o prima experienta  traumatizanta 
pentru mine. Am mai avut doua  experiente   mai grele,  si putin 
diferite dar tot cu paralizie in somn, dar    mie greu sa le scriu,  
pentru ca nu as vrea sa treaca nimeni prin asa ceva. Nu stiu daca cineva
 ma crede, dar eu stiu ca am trait   asa ceva.",962,https://www.youtube.com/watch?v=e3QzOR21jPU
"""Bun găsit prieteni""- deja am pielea de găină :D",48,https://www.youtube.com/watch?v=e3QzOR21jPU
"Am patit si eu... Iubita-mea statea dezbracata, pregatita de treaba, si eu ma uitam la ea si nu ma puteam misca... N-aveti idee prin ce-am trecut ;(",148,https://www.youtube.com/watch?v=e3QzOR21jPU
Eu visasem ca fac pipi și când m-am trezit chiar am făcut pe mn (asta când eram mic),84,https://www.youtube.com/watch?v=e3QzOR21jPU
"Am avut si eu o paralizie d-asta, dar era cu Mia Khalifa, nu voiam sa ma mai trezesc :)",87,https://www.youtube.com/watch?v=e3QzOR21jPU
"Am avut o experienta naspa rau =))
E si amuzant ce mi s-a intamplat, dar si ciudat.
-------------------------------------------------------------------------
La inceput totul era normal, eram eu, stand in pat linistit, pana cand nu stiu ce naiba am avut sa ies afara la 5 dimineata. Am iesit, ma plimbam, si un om ( fix cum ai specificat in video ) cu o palarie, mi-a spus sa nu spun niciodata in viata ca ""Nu exista fantome"" ( asta a fost partea amuzanta ) =)), dupa, m-am dus acasa, m-am pus in pat, si am inchis ochii. Dupa 2 minute, am spus ""Nu exista fantome"", si mna, aparuse ceva la geamul usii ( Nu se vedea foarte clar ), era o silueta umana, cu o gluga , nu I se vedea fata si avea o coasa, nu stiu de ce naiba =)) si dupa, am inchis ochii de frica. Dupa 1 minut, auzeam cum se apropia spre mine. Eram din ce in ce mai speriat, si dintr-o data mi s-a taiat respiratia, transpiram intr-una , si nu puteam sa ma misc. Apoi , am simtit cum ma taie. Sincer, simteam cum eram electrocutat si taiat in acelasi timp, si chiar se simtea durerea foarte rau. Dupa m-am trezit foarte transpirat, si plangand. Ow, da, in visul acela, mama era in pat cu mine, si statea intoarsa intr-una, si eu tot spuneam ""mami"" cand auzeam pasii. Pur si simplu ma ignora =)) Si cand m-am trezit, am si precizat ca plangeam si eram transpirat, mama dupa s-a intors si m-a intrebat ce am..
Intamplarea asta mi s-a intamplat la 6 ani",1413,https://www.youtube.com/watch?v=e3QzOR21jPU
"6:05 imaginea e din filmul ""Drag me to hell """,45,https://www.youtube.com/watch?v=e3QzOR21jPU
"bun găsit prieteni, azi nu mai dormiți la noapte",48,https://www.youtube.com/watch?v=e3QzOR21jPU
"mersi , nu o sa mai dorm niciodata, :)))",40,https://www.youtube.com/watch?v=e3QzOR21jPU
